"","id","sexo","edad","edad_r","hab","prov","ccaa","edu","cs","p1","p2","p3","p4_1","p4_2","p4_3","p4_4","p5","p6","p7","hab_r","clase_social_r","situacion_laboral_r","educacion_r","ponde"
"1898","1898","Hombre",24,"18-24","500.000+","Madrid","Madrid, Comunidad de","Primer Grado (Certificado escolar, 1ª etapa de EGB, más o me","B","5","No lo sé","PSOE (Partido Socialista Obrero Español)","No lo sé","4","1","No le votaría nunca 0","Prefiero no contestar","Extrema izquierda 0","9","Más de 10.000","Alta / Media Alta","Parado","Segundo grado, primer ciclo y menos",0.577345
"1899","1899","Hombre",32,"25-34","500.000+","Barcelona","Cataluña","Tercer grado (Doctorado)","B","Con toda seguridad, iría a votar 10","JxCAT - Junts","JxCAT - Junts","3","1","5","No le votaría nunca 0","ERC - Sobiranistes","3","Máxima descentralización 0","Más de 10.000","Alta / Media Alta","Trabaja","Tercer grado, segundo ciclo y más",0.716254
"1900","1900","Mujer",26,"25-34","500.000+","Valencia/València","Comunitat Valenciana","Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3","B","8","PSOE (Partido Socialista Obrero Español)","PSOE (Partido Socialista Obrero Español)","Le votaría siempre 10","1","2","No le votaría nunca 0","PSOE (Partido Socialista Obrero Español)","No lo sé","8","Más de 10.000","Alta / Media Alta","Trabaja","Segundo grado, segundo ciclo",0.630395
"1901","1901","Mujer",30,"25-34","500.000+","Madrid","Madrid, Comunidad de","Tercer Grado (Máster)","A1","Con toda seguridad, iría a votar 10","PSOE (Partido Socialista Obrero Español)","PSOE (Partido Socialista Obrero Español)","8","7","1","1","JxCAT - Junts","5","5","Más de 10.000","Alta / Media Alta","Trabaja","Tercer grado, segundo ciclo y más",1.123746
"1902","1902","Mujer",26,"25-34","500.000+","Barcelona","Cataluña","Licenciatura, Grado - 2º Ciclo (Universitarios, Licenciados","A2","8","Vox","Vox","3","6","3","8","Vox","8","6","Más de 10.000","Alta / Media Alta","Trabaja","Tercer grado, segundo ciclo y más",0.772772
"1903","1903","Mujer",69,"65+","100.001 - 500.000","Bizkaia","País Vasco","Primer Grado (Certificado escolar, 1ª etapa de EGB, más o me","D","Con toda seguridad, iría a votar 10","PSOE (Partido Socialista Obrero Español)","Unidas Podemos (Podemos, Izquierda Unida, En Comú Podem, En Común Unidas Podemos…)","9","2","Le votaría siempre 10","No le votaría nunca 0","Unidas Podemos (Podemos, Izquierda Unida, En Comú Podem, En","2","5","Más de 10.000","Media baja / Baja","Pensionista","Segundo grado, primer ciclo y menos",1.725304
"1904","1904","Hombre",32,"25-34","100.001 - 500.000","Jaén","Andalucía","Licenciatura, Grado - 2º Ciclo (Universitarios, Licenciados","B","6","PP (Partido Popular)","PP (Partido Popular)","2","7","3","1","PP (Partido Popular)","3","3","Más de 10.000","Alta / Media Alta","Trabaja","Tercer grado, segundo ciclo y más",0.779619
"1905","1905","Mujer",34,"25-34","500.000+","Málaga","Andalucía","Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3","B","7","Unidas Podemos (Podemos, Izquierda Unida, En Comú Podem, En Común Unidas Podemos…)","CCa-PNC-Nueva Canarias (Coalición Canaria-Partido Nacionalista Canario)","8","9","7","8","CCa-PNC-Nueva Canarias (Coalición Canaria-Partido Nacionalis","6","6","Más de 10.000","Alta / Media Alta","Parado","Segundo grado, segundo ciclo",0.789373
"1906","1906","Hombre",42,"35-44","50.001 - 100.000","Madrid","Madrid, Comunidad de","Licenciatura, Grado - 2º Ciclo (Universitarios, Licenciados","C","7","Unidas Podemos (Podemos, Izquierda Unida, En Comú Podem, En Común Unidas Podemos…)","PSOE (Partido Socialista Obrero Español)","9","No le votaría nunca 0","9","No le votaría nunca 0","PSOE (Partido Socialista Obrero Español)","2","4","Más de 10.000","Media","Trabaja","Tercer grado, segundo ciclo y más",0.962162
"1907","1907","Mujer",23,"18-24","20.001 - 50.000","Asturias","Asturias, Principado de","Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3","E1","8","Votaré nulo","Unidas Podemos (Podemos, Izquierda Unida, En Comú Podem, En Común Unidas Podemos…)","1","2","8","No le votaría nunca 0","Unidas Podemos (Podemos, Izquierda Unida, En Comú Podem, En","4","4","Más de 10.000","Media baja / Baja","Parado","Segundo grado, segundo ciclo",0.847119
"1908","1908","Mujer",39,"35-44","20.001 - 50.000","Coruña, A","Galicia","Tercer Grado  1º Ciclo Equivalente a Ingeniero técnico 3 año","B","Con toda seguridad, iría a votar 10","PP (Partido Popular)","PP (Partido Popular)","5","8","2","No le votaría nunca 0","PP (Partido Popular)","5","6","Más de 10.000","Alta / Media Alta","Trabaja","Tercer grado, primer ciclo",0.679649
"1909","1909","Mujer",35,"35-44","20.001 - 50.000","Valencia/València","Comunitat Valenciana","Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3","A1","Con toda seguridad, iría a votar 10","No lo sé","PACMA (Partido Animalista Contra el Maltrato Animal)","7","No le votaría nunca 0","No le votaría nunca 0","No le votaría nunca 0","Teruel Existe","No lo sé","No lo sé","Más de 10.000","Alta / Media Alta","Trabaja","Segundo grado, segundo ciclo",1.066274
"1910","1910","Mujer",26,"25-34","100.001 - 500.000","Santa Cruz de Tenerife","Canarias","Licenciatura, Grado - 2º Ciclo (Universitarios, Licenciados","C","Con toda seguridad, iría a votar 10","No lo sé","No lo sé","No lo sé","No lo sé","No lo sé","No lo sé","Voté en blanco","No lo sé","No lo sé","Más de 10.000","Media","Trabaja","Tercer grado, segundo ciclo y más",0.900797
"1911","1911","Mujer",31,"25-34","20.001 - 50.000","Alicante/Alacant","Comunitat Valenciana","Segundo Grado - 1º Ciclo (Graduado escolar, o EGB 2ª etapa,","C","Con toda seguridad, iría a votar 10","PP (Partido Popular)","PSOE (Partido Socialista Obrero Español)","Le votaría siempre 10","8","5","No le votaría nunca 0","PSOE (Partido Socialista Obrero Español)","5","7","Más de 10.000","Media","Trabaja","Segundo grado, primer ciclo y menos",0.843415
"1912","1912","Hombre",35,"35-44","100.001 - 500.000","Barcelona","Cataluña","Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3","E1","6","PACMA (Partido Animalista Contra el Maltrato Animal)","PACMA (Partido Animalista Contra el Maltrato Animal)","2","1","5","No le votaría nunca 0","Más País (Equo, Més Compromís, CHA)","1","3","Más de 10.000","Media baja / Baja","Parado","Segundo grado, segundo ciclo",1.000075
"1913","1913","Mujer",32,"25-34","500.000+","Madrid","Madrid, Comunidad de","Licenciatura, Grado - 2º Ciclo (Universitarios, Licenciados","B","Con toda seguridad, iría a votar 10","PSOE (Partido Socialista Obrero Español)","PSOE (Partido Socialista Obrero Español)","9","1","8","No le votaría nunca 0","PSOE (Partido Socialista Obrero Español)","2","2","Más de 10.000","Alta / Media Alta","Trabaja","Tercer grado, segundo ciclo y más",0.678188
"1914","1914","Mujer",24,"18-24","< 10.000","Málaga","Andalucía","Segundo Grado - 1º Ciclo (Graduado escolar, o EGB 2ª etapa,","E1","Con toda seguridad, NO iría a votar 0","No votaré","Ninguno","No le votaría nunca 0","No le votaría nunca 0","No le votaría nunca 0","No le votaría nunca 0","No voté","No lo sé","No lo sé","Menos de 10.000","Media baja / Baja","Trabajo del hogar no remunerado","Segundo grado, primer ciclo y menos",1.186637
"1915","1915","Mujer",47,"45-54","100.001 - 500.000","Bizkaia","País Vasco","Licenciatura, Grado - 2º Ciclo (Universitarios, Licenciados","E1","6","Votaré en blanco","No lo sé","8","6","4","5","No lo sé","8","3","Más de 10.000","Media baja / Baja","Parado","Tercer grado, segundo ciclo y más",1.227693
"1916","1916","Mujer",37,"35-44","500.000+","Zaragoza","Aragón","Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3","C","9","No lo sé","PSOE (Partido Socialista Obrero Español)","4","1","No le votaría nunca 0","No le votaría nunca 0","Ciudadanos","5","5","Más de 10.000","Media","Trabaja","Segundo grado, segundo ciclo",0.903752
"1917","1917","Hombre",40,"35-44","500.000+","Barcelona","Cataluña","Licenciatura, Grado - 2º Ciclo (Universitarios, Licenciados","B","Con toda seguridad, iría a votar 10","PSOE (Partido Socialista Obrero Español)","PSOE (Partido Socialista Obrero Español)","Le votaría siempre 10","No le votaría nunca 0","6","No le votaría nunca 0","PSOE (Partido Socialista Obrero Español)","3","5","Más de 10.000","Alta / Media Alta","Trabaja","Tercer grado, segundo ciclo y más",0.70233
"1918","1918","Hombre",18,"18-24","100.001 - 500.000","Almería","Andalucía","Segundo Grado - 1º Ciclo (Graduado escolar, o EGB 2ª etapa,","B","5","PP (Partido Popular)","PSOE (Partido Socialista Obrero Español)","4","4","2","8","No tenía edad para votar","3","3","Más de 10.000","Alta / Media Alta","Estudiante","Segundo grado, primer ciclo y menos",0.658955
"1919","1919","Mujer",25,"25-34","100.001 - 500.000","Granada","Andalucía","Licenciatura, Grado - 2º Ciclo (Universitarios, Licenciados","C","Con toda seguridad, iría a votar 10","Unidas Podemos (Podemos, Izquierda Unida, En Comú Podem, En Común Unidas Podemos…)","Más País (Equo, Compromís, CHA)","No le votaría nunca 0","No le votaría nunca 0","7","No le votaría nunca 0","Unidas Podemos (Podemos, Izquierda Unida, En Comú Podem, En","1","Máxima descentralización 0","Más de 10.000","Media","Estudiante","Tercer grado, segundo ciclo y más",0.994798
"1920","1920","Mujer",26,"25-34","500.000+","Madrid","Madrid, Comunidad de","Tercer grado (Doctorado)","A1","8","Vox","Vox","6","6","7","Le votaría siempre 10","CUP","5","6","Más de 10.000","Alta / Media Alta","Trabaja","Tercer grado, segundo ciclo y más",1.123746
"1921","1921","Mujer",22,"18-24","< 10.000","Zaragoza","Aragón","Licenciatura, Grado - 2º Ciclo (Universitarios, Licenciados","A1","Con toda seguridad, iría a votar 10","Unidas Podemos (Podemos, Izquierda Unida, En Comú Podem, En Común Unidas Podemos…)","Unidas Podemos (Podemos, Izquierda Unida, En Comú Podem, En Común Unidas Podemos…)","6","No le votaría nunca 0","Le votaría siempre 10","No le votaría nunca 0","Unidas Podemos (Podemos, Izquierda Unida, En Comú Podem, En","7","6","Menos de 10.000","Alta / Media Alta","Trabaja","Tercer grado, segundo ciclo y más",1.230159
"1922","1922","Mujer",45,"45-54","500.000+","Zaragoza","Aragón","Tercer grado (Doctorado)","A2","9","PP (Partido Popular)","PP (Partido Popular)","2","9","No le votaría nunca 0","8","Vox","7","7","Más de 10.000","Alta / Media Alta","Trabaja","Tercer grado, segundo ciclo y más",0.717938
"1923","1923","Hombre",22,"18-24","50.001 - 100.000","Málaga","Andalucía","Tercer Grado  1º Ciclo Equivalente a Ingeniero técnico 3 año","B","4","Vox","PSOE (Partido Socialista Obrero Español)","4","5","5","9","PACMA (Partido Animalista Contra el Maltrato Animal)","5","8","Más de 10.000","Alta / Media Alta","Trabaja","Tercer grado, primer ciclo",0.751131
"1924","1924","Mujer",53,"45-54","< 10.000","Valencia/València","Comunitat Valenciana","Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3","E1","4","No lo sé","No lo sé","No lo sé","No lo sé","No lo sé","No lo sé","PSOE (Partido Socialista Obrero Español)","No lo sé","No lo sé","Menos de 10.000","Media baja / Baja","Pensionista","Segundo grado, segundo ciclo",1.032892
"1925","1925","Hombre",40,"35-44","< 10.000","Tarragona","Cataluña","Tercer Grado  1º Ciclo Equivalente a Ingeniero técnico 3 año","B","Con toda seguridad, iría a votar 10","Prefiero no contestar","Prefiero no contestar","No le votaría nunca 0","No le votaría nunca 0","1","No le votaría nunca 0","Prefiero no contestar","Extrema izquierda 0","5","Menos de 10.000","Alta / Media Alta","Trabaja","Tercer grado, primer ciclo",0.8602
"1926","1926","Mujer",30,"25-34","20.001 - 50.000","Coruña, A","Galicia","Tercer Grado (Máster)","C","9","PSOE (Partido Socialista Obrero Español)","PSOE (Partido Socialista Obrero Español)","8","9","No le votaría nunca 0","No le votaría nunca 0","PP (Partido Popular)","8","7","Más de 10.000","Media","Trabaja","Tercer grado, segundo ciclo y más",0.89079
"1927","1927","Hombre",48,"45-54","100.001 - 500.000","Ourense","Galicia","Tercer Grado  1º Ciclo Equivalente a Ingeniero técnico 3 año","A2","Con toda seguridad, iría a votar 10","PP (Partido Popular)","PP (Partido Popular)","5","9","No le votaría nunca 0","No le votaría nunca 0","PP (Partido Popular)","7","6","Más de 10.000","Alta / Media Alta","Trabaja","Tercer grado, primer ciclo",0.658298
"1928","1928","Hombre",21,"18-24","< 10.000","Granada","Andalucía","Licenciatura, Grado - 2º Ciclo (Universitarios, Licenciados","B","Con toda seguridad, iría a votar 10","Vox","PSOE (Partido Socialista Obrero Español)","4","1","No le votaría nunca 0","7","Vox","6","5","Menos de 10.000","Alta / Media Alta","Trabaja","Tercer grado, segundo ciclo y más",0.82305
"1929","1929","Mujer",20,"18-24","100.001 - 500.000","Cádiz","Andalucía","Tercer Grado  1º Ciclo Equivalente a Ingeniero técnico 3 año","B","5","Unidas Podemos (Podemos, Izquierda Unida, En Comú Podem, En Común Unidas Podemos…)","CUP","4","3","7","No le votaría nunca 0","PP (Partido Popular)","5","4","Más de 10.000","Alta / Media Alta","Parado","Tercer grado, primer ciclo",0.65425
"1930","1930","Mujer",25,"25-34","100.001 - 500.000","Burgos","Castilla y León","Tercer Grado (Máster)","D","Con toda seguridad, iría a votar 10","Otro","Otro","7","No le votaría nunca 0","8","No le votaría nunca 0","Unidas Podemos (Podemos, Izquierda Unida, En Comú Podem, En","2","5","Más de 10.000","Media baja / Baja","Trabaja","Tercer grado, segundo ciclo y más",0.975561
"1931","1931","Hombre",58,"55-64","< 10.000","Lleida","Cataluña","Tercer Grado  1º Ciclo Equivalente a Ingeniero técnico 3 año","D","8","Votaré nulo","Ninguno","No le votaría nunca 0","No le votaría nunca 0","No le votaría nunca 0","No le votaría nunca 0","Voté nulo","5","9","Menos de 10.000","Media baja / Baja","Trabaja","Tercer grado, primer ciclo",1.128124
"1932","1932","Mujer",21,"18-24","20.001 - 50.000","Valencia/València","Comunitat Valenciana","Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3","C","8","Vox","Vox","4","3","2","8","Vox","7","8","Más de 10.000","Media","Trabaja","Segundo grado, segundo ciclo",0.712878
"1933","1933","Hombre",43,"35-44","10.001 - 20.000","Ciudad Real","Castilla - La Mancha","Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3","C","Con toda seguridad, iría a votar 10","Vox","Vox","No lo sé","No lo sé","No lo sé","8","No lo sé","No lo sé","No lo sé","Más de 10.000","Media","Trabaja","Segundo grado, segundo ciclo",0.755346
"1934","1934","Mujer",43,"35-44","10.001 - 20.000","Zamora","Castilla y León","Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3","D","5","No lo sé","Ninguno","No lo sé","No lo sé","No lo sé","No lo sé","Voté en blanco","6","5","Más de 10.000","Media baja / Baja","Parado","Segundo grado, segundo ciclo",0.935297
"1935","1935","Hombre",34,"25-34","500.000+","Valencia/València","Comunitat Valenciana","Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3","D","Con toda seguridad, NO iría a votar 0","No votaré","Ninguno","No le votaría nunca 0","No le votaría nunca 0","No le votaría nunca 0","No le votaría nunca 0","No voté","No lo sé","No lo sé","Más de 10.000","Media baja / Baja","Trabaja","Segundo grado, segundo ciclo",0.90636
"1936","1936","Mujer",43,"35-44","500.000+","Madrid","Madrid, Comunidad de","Licenciatura, Grado - 2º Ciclo (Universitarios, Licenciados","A2","9","PP (Partido Popular)","PP (Partido Popular)","7","5","8","5","PP (Partido Popular)","7","6","Más de 10.000","Alta / Media Alta","Trabaja","Tercer grado, segundo ciclo y más",0.722636
"1937","1937","Mujer",53,"45-54","100.001 - 500.000","Valladolid","Castilla y León","Licenciatura, Grado - 2º Ciclo (Universitarios, Licenciados","B","Con toda seguridad, iría a votar 10","Vox","Vox","No le votaría nunca 0","9","No le votaría nunca 0","Le votaría siempre 10","Vox","7","Máxima descentralización 0","Más de 10.000","Alta / Media Alta","Trabaja","Tercer grado, segundo ciclo y más",0.629591
"1938","1938","Hombre",20,"18-24","50.001 - 100.000","Barcelona","Cataluña","Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3","A2","4","JxCAT - Junts","PACMA (Partido Animalista Contra el Maltrato Animal)","4","6","6","5","PSOE (Partido Socialista Obrero Español)","4","3","Más de 10.000","Alta / Media Alta","Parado","Segundo grado, segundo ciclo",0.735334
"1939","1939","Mujer",27,"25-34","100.001 - 500.000","Alicante/Alacant","Comunitat Valenciana","Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3","D","No lo sé","No votaré","Ninguno","No le votaría nunca 0","No le votaría nunca 0","No le votaría nunca 0","No le votaría nunca 0","No lo sé","No lo sé","No lo sé","Más de 10.000","Media baja / Baja","Trabajo del hogar no remunerado","Segundo grado, segundo ciclo",0.882423
"1940","1940","Hombre",52,"45-54","500.000+","Barcelona","Cataluña","Tercer Grado  1º Ciclo Equivalente a Ingeniero técnico 3 año","C","Con toda seguridad, iría a votar 10","Votaré nulo","Ninguno","4","No le votaría nunca 0","4","No le votaría nunca 0","PSOE (Partido Socialista Obrero Español)","4","5","Más de 10.000","Media","Trabaja","Tercer grado, primer ciclo",0.84803
